,country,continent,total_cases,new_cases,total_deaths,new_deaths,total_recovered,active_cases,serious,cases/1M_pop,deaths/1M_pop,total_tests,tests/1M_pop,population,Date
24,Sweden,Europe,"36,476",+749,"4,350 ",+84,"4,971","27,155",289,"3,614",431,"238,800","23,658","10,093,745",2020-05-29
25,Singapore,Asia,"33,860",+611,23 ,,"19,631","14,206",8,"5,792",4,"334,691","57,249","5,846,269",2020-05-29
26,UAE,Asia,"33,170",+638,260 ,+2,"17,097","15,813",1,"3,357",26,"2,110,493","213,622","9,879,555",2020-05-29
27,Portugal,Europe,"31,946",+350,"1,383 ",+14,"18,911","11,652",66,"3,132",136,"795,838","78,030","10,199,174",2020-05-29
28,Switzerland,Europe,"30,828",+32,"1,919 ",,"28,300",609,32,"3,564",222,"390,697","45,172","8,649,038",2020-05-29
29,South Africa,Africa,"29,240","+1,837",611 ,+34,"15,093","13,536",128,494,10,"680,175","11,482","59,240,605",2020-05-29
30,Colombia,South America,"26,688","+1,322",853 ,+31,"6,913","18,922",136,525,17,"283,346","5,574","50,834,077",2020-05-29
31,Indonesia,Asia,"25,216",+678,"1,520 ",+24,"6,492","17,204",,92,6,"300,545","1,100","273,263,419",2020-05-29
32,Kuwait,Asia,"25,184","+1,072",194 ,+9,"9,273","15,717",191,"5,905",45,"282,341","66,203","4,264,746",2020-05-29
33,Ireland,Europe,"24,876",+35,"1,645 ",+6,"22,089","1,142",47,"5,043",333,"325,795","66,047","4,932,806",2020-05-29
34,Poland,Europe,"23,155",+330,"1,051 ",+13,"10,692","11,412",160,612,28,"873,456","23,077","37,850,086",2020-05-29
35,Ukraine,Europe,"22,811",+429,679 ,+10,"8,934","13,198",267,521,16,"337,318","7,709","43,755,130",2020-05-29
36,Egypt,Africa,"22,082","+1,289",879 ,+34,"5,511","15,692",41,216,9,"135,000","1,322","102,152,100",2020-05-29
37,Romania,Europe,"18,982",+191,"1,248 ",+13,"12,829","4,905",182,986,65,"421,451","21,896","19,248,085",2020-05-29
38,Israel,Asia,"16,987",+115,284 ,,"14,776","1,927",37,"1,847",31,"565,311","61,463","9,197,590 ",2020-05-29
39,Japan,Asia,"16,719",+36,874 ,+7,"14,254","1,591",131,132,7,"284,763","2,251","126,508,530",2020-05-29
40,Austria,Europe,"16,655",+27,668 ,,"15,347",640,25,"1,850",74,"434,302","48,246","9,001,908",2020-05-29
41,Philippines,Asia,"16,634","+1,046",942 ,+21,"3,720","11,972",81,152,9,"332,689","3,040","109,447,729",2020-05-29
42,Dominican Republic,North America,"16,531",+463,488 ,+3,"9,266","6,777",106,"1,525",45,"76,930","7,098","10,838,156",2020-05-29
43,Argentina,South America,"15,419",+717,520 ,+12,"4,788","10,111",259,341,12,"150,486","3,332","45,158,774",2020-05-29
44,Afghanistan,Asia,"13,659",+623,246 ,+11,"1,259","12,154",19,352,6,"35,923",925,"38,843,762",2020-05-29
45,Panama,North America,"12,531",+400,326 ,+6,"7,540","4,665",79,"2,908",76,"63,202","14,669","4,308,467",2020-05-29
46,Denmark,Europe,"11,593",+81,568 ,,"10,240",785,18,"2,002",98,"606,574","104,754","5,790,443",2020-05-29
47,S. Korea,Asia,"11,402",+58,269 ,,"10,363",770,15,222,5,"885,120","17,265","51,265,441",2020-05-29
48,Serbia,Europe,"11,354",+54,242 ,+1,"6,524","4,588",8,"1,299",28,"239,234","27,371","8,740,269",2020-05-29
49,Bahrain,Asia,"10,449",+397,15 ,,"5,700","4,734",9,"6,163",9,"304,179","179,408","1,695,455",2020-05-29
50,Kazakhstan,Asia,"9,932",+356,37 ,,"5,057","4,838",62,530,2,"761,727","40,612","18,756,335",2020-05-29
51,Oman,Asia,"9,820",+811,41 ,+1,"2,396","7,383",31,"1,928",8,"72,000","14,135","5,093,884",2020-05-29
52,Nigeria,Africa,"9,302",+387,261 ,+2,"2,697","6,344",7,45,1,"58,726",286,"205,640,180",2020-05-29
53,Czechia,Europe,"9,196",+56,319 ,,"6,500","2,377",19,859,30,"430,564","40,212","10,707,285",2020-05-29
54,Algeria,Africa,"9,134",+137,638 ,+8,"5,422","3,074",34,209,15,,,"43,776,603",2020-05-29
55,Armenia,Asia,"8,676",+460,120 ,+7,"3,297","5,259",10,"2,928",41,"56,042","18,915","2,962,770",2020-05-29
56,Norway,Europe,"8,422",+11,236 ,,"7,727",459,8,"1,555",44,"245,352","45,289","5,417,490",2020-05-29
57,Bolivia,South America,"8,387",+619,293 ,+13,738,"7,356",3,719,25,"22,294","1,912","11,658,434",2020-05-29
58,Moldova,Europe,"7,896",+171,288 ,+6,"4,278","3,330",256,"1,957",71,"40,565","10,054","4,034,743",2020-05-29
59,Malaysia,Asia,"7,732",+103,115 ,,"6,235","1,382",8,239,4,"519,944","16,083","32,328,196",2020-05-29
60,Morocco,Africa,"7,714",+71,202 ,,"5,271","2,241",1,209,5,"190,061","5,155","36,870,903",2020-05-29
61,Ghana,Africa,"7,616",+313,34 ,,"2,421","5,161",17,246,1,"208,328","6,718","31,010,956",2020-05-29
62,Australia,Australia/Oceania,"7,173",+23,103 ,,"6,582",488,4,282,4,"1,397,622","54,867","25,473,105",2020-05-29
63,Finland,Europe,"6,776",+33,314 ,+1,"5,500",962,10,"1,223",57,"179,400","32,383","5,539,987",2020-05-29
64,Iraq,Asia,"5,873",+416,185 ,+6,"3,044","2,644",45,146,5,"211,485","5,269","40,135,453",2020-05-29
65,Cameroon,Africa,"5,436",,177 ,+2,"3,326","1,933",28,205,7,,,"26,481,233",2020-05-29
66,Azerbaijan,Asia,"4,989",+230,58 ,+2,"3,125","1,806",42,492,6,"284,669","28,099","10,131,032",2020-05-29
67,Honduras,North America,"4,752",+112,196 ,+2,519,"4,037",13,480,20,"14,790","1,495","9,889,983",2020-05-29
68,Sudan,Africa,"4,521",+175,233 ,+38,816,"3,472",,103,5,401,9,"43,750,011",2020-05-29
69,Guatemala,North America,"4,348",+203,80 ,+12,565,"3,703",5,243,4,"31,427","1,757","17,884,332",2020-05-29
70,Luxembourg,Europe,"4,012",+4,110 ,,"3,815",87,4,"6,419",176,"72,996","116,788","625,031",2020-05-29
71,Hungary,Europe,"3,841",+25,517 ,+8,"2,024","1,300",24,398,54,"180,152","18,645","9,662,389",2020-05-29
72,Tajikistan,Asia,"3,686",+123,47 ,,"1,769","1,870",,387,5,,,"9,516,984",2020-05-29
73,Guinea,Africa,"3,656",+103,22 ,,"2,000","1,634",24,279,2,"14,407","1,100","13,097,504",2020-05-29
74,Uzbekistan,Asia,"3,468",+24,14 ,,"2,728",726,7,104,0.4,"460,000","13,762","33,424,544",2020-05-29
75,Senegal,Africa,"3,429",+81,41 ,+2,"1,738","1,650",18,205,2,"39,499","2,365","16,700,407",2020-05-29
76,Thailand,Asia,"3,076",+11,57 ,,"2,945",74,59,44,0.8,"375,453","5,380","69,784,967",2020-05-29
77,Djibouti,Africa,"2,914",,20 ,,"1,241","1,653",,"2,953",20,"25,257","25,598","986,677",2020-05-29
78,Greece,Europe,"2,909",+3,175 ,,"1,374","1,360",16,279,17,"174,844","16,768","10,427,224",2020-05-29
79,DRC,Africa,"2,833",+173,69 ,,400,"2,364",,32,0.8,,,"89,286,547",2020-05-29
80,Ivory Coast,Africa,"2,750",+109,32 ,,"1,370","1,348",,105,1,"26,548","1,009","26,314,434",2020-05-29
81,Gabon,Africa,"2,613",+182,15 ,+1,709,"1,889",15,"1,177",7,"13,833","6,229","2,220,636",2020-05-29
82,Bosnia and Herzegovina,Europe,"2,485",+23,153 ,,"1,803",529,4,757,47,"63,596","19,374","3,282,476",2020-05-29
83,Bulgaria,Europe,"2,485",+8,136 ,+2,"1,016","1,333",22,357,20,"79,389","11,419","6,952,659",2020-05-29
84,El Salvador,North America,"2,278",+84,42 ,+3,"1,015","1,221",30,351,6,"84,650","13,057","6,483,357",2020-05-29
85,Croatia,Europe,"2,245",,103 ,+1,"2,059",83,4,547,25,"65,509","15,949","4,107,324",2020-05-29
86,North Macedonia,Europe,"2,129",+52,126 ,+5,"1,516",487,21,"1,022",60,"27,684","13,288","2,083,381",2020-05-29
87,Cuba,North America,"2,005",+22,82 ,,"1,760",163,3,177,7,"101,108","8,926","11,327,197",2020-05-29
88,Estonia,Europe,"1,859",+8,67 ,+1,"1,610",182,,"1,401",51,"81,719","61,607","1,326,459",2020-05-29
89,Somalia,Africa,"1,828",,72 ,,310,"1,446",2,115,5,,,"15,849,098",2020-05-29
90,Iceland,Europe,"1,805",,10 ,,"1,794",1,,"5,292",29,"60,491","177,367","341,049",2020-05-29
91,Kenya,Africa,"1,745",+127,62 ,+4,438,"1,245",7,33,1,"74,003","1,379","53,657,349",2020-05-29
92,Mayotte,Africa,"1,699",+29,21 ,,"1,385",293,9,"6,242",77,"5,200","19,105","272,174",2020-05-29
93,Lithuania,Europe,"1,662",+6,68 ,,"1,216",378,17,610,25,"294,091","107,914","2,725,228",2020-05-29
94,Kyrgyzstan,Asia,"1,662",+68,16 ,,"1,088",558,4,255,2,"109,521","16,813","6,514,168",2020-05-29
95,Maldives,Asia,"1,591",+78,5 ,,197,"1,389",9,"2,948",9,"11,775","21,820","539,651",2020-05-29
96,Sri Lanka,Asia,"1,558",+28,10 ,,754,794,1,73,0.5,"60,878","2,844","21,405,475",2020-05-29
97,Slovakia,Europe,"1,520",,28 ,,"1,338",154,,278,5,"167,562","30,692","5,459,418",2020-05-29
98,New Zealand,Australia/Oceania,"1,504",,22 ,,"1,481",1,,301,4,"275,852","55,147","5,002,100 ",2020-05-29
99,Slovenia,Europe,"1,473",,108 ,,"1,357",8,2,709,52,"79,284","38,137","2,078,914",2020-05-29
100,Haiti,North America,"1,443",+123,35 ,+1,22,"1,386",,127,3,"3,475",305,"11,389,903",2020-05-29
101,Venezuela,South America,"1,370",+45,14 ,+3,302,"1,054",3,48,0.5,"961,899","33,819","28,442,623",2020-05-29
102,Equatorial Guinea,Africa,"1,306",+263,12 ,,200,"1,094",,934,9,854,611,"1,398,267",2020-05-29
103,Guinea-Bissau,Africa,"1,256",+61,8 ,,42,"1,206",,640,4,"1,500",764,"1,963,484",2020-05-29
104,Mali,Africa,"1,226",+32,73 ,+1,669,484,,61,4,"3,483",172,"20,192,489",2020-05-29
105,Nepal,Asia,"1,212",+170,6 ,+1,206,"1,000",,42,0.2,"169,632","5,832","29,087,562",2020-05-29
106,Lebanon,Asia,"1,172",+4,26 ,,705,441,6,172,4,"80,239","11,752","6,827,955",2020-05-29
107,Albania,Europe,"1,099",+23,33 ,,851,215,5,382,11,"14,269","4,958","2,878,060",2020-05-29
108,Hong Kong,Asia,"1,080",+13,4 ,,"1,035",41,1,144,0.5,"202,930","27,088","7,491,589",2020-05-29
109,Tunisia,Africa,"1,071",+3,48 ,,946,77,2,91,4,"50,380","4,267","11,807,501",2020-05-29
110,Latvia,Europe,"1,064",+3,24 ,,745,295,3,564,13,"106,931","56,642","1,887,841",2020-05-29
111,Zambia,Africa,"1,057",,7 ,,779,271,1,58,0.4,"24,275","1,324","18,332,690",2020-05-29
112,Costa Rica,North America,"1,022",+22,10 ,,653,359,2,201,2,"25,503","5,010","5,089,969",2020-05-29
113,South Sudan,Africa,994,,10 ,,6,978,,89,0.9,"3,356",300,"11,181,838",2020-05-29
114,Ethiopia,Africa,968,+137,8 ,+1,197,763,4,8,0.07,"101,581",886,"114,685,261",2020-05-29
115,Niger,Africa,955,,64 ,,813,78,,40,3,"6,020",250,"24,115,230",2020-05-29
116,Cyprus,Asia,942,+1,17 ,,784,141,4,781,14,"111,270","92,219","1,206,584",2020-05-29
117,Paraguay,South America,917,+17,11  ,,413,493,1,129,2,"28,337","3,977","7,124,576",2020-05-29
118,CAR,Africa,874,+119,1 ,,23,850,,181,0.2,"14,557","3,019","4,821,903",2020-05-29
119,Burkina Faso,Africa,847,,53 ,,720,74,,41,3,,,"20,846,391",2020-05-29
120,Sierra Leone,Africa,829,+17,45 ,,386,398,,104,6,,,"7,961,529",2020-05-29
121,Uruguay,South America,816,+5,22 ,,680,114,6,235,6,"42,624","12,274","3,472,692",2020-05-29
122,Andorra,Europe,764,+1,51 ,,684,29,4,"9,889",660,"3,750","48,541","77,254",2020-05-29
123,Chad,Africa,759,+33,65 ,,444,250,,46,4,,,"16,378,747",2020-05-29
124,Nicaragua,North America,759,,35 ,,370,354,,115,5,,,"6,617,408",2020-05-29
125,Georgia,Asia,746,+8,12 ,,576,158,6,187,3,"53,618","13,439","3,989,806",2020-05-29
126,Jordan,Asia,730,+2,9 ,,507,214,5,72,0.9,"180,119","17,669","10,194,057",2020-05-29
127,Diamond Princess,Other,712,,13 ,,651,48,4,,,,,0 ,2020-05-29
128,Madagascar,Africa,698,+42,5 ,+3,164,529,9,25,0.2,"10,249",371,"27,621,064",2020-05-29
129,San Marino,Europe,671,+1,42 ,,344,285,1,"19,779","1,238","4,382","129,167","33,925",2020-05-29
130,Malta,Europe,616,,9 ,+2,514,93,1,"1,395",20,"66,664","151,014","441,442",2020-05-29
131,Congo,Africa,571,,19 ,,161,391,,104,3,,,"5,504,824",2020-05-29
132,Jamaica,North America,569,,9 ,,284,276,2,192,3,"11,460","3,872","2,960,047",2020-05-29
133,Channel Islands,Europe,560,,45 ,,512,3,,"3,224",259,"10,255","59,032","173,720",2020-05-29
134,Tanzania,Africa,509,,21 ,,183,305,7,9,0.4,,,"59,564,340",2020-05-29
135,Réunion,Africa,470,+5,1 ,,411,58,1,525,1,"17,200","19,223","894,749",2020-05-29
136,Sao Tome and Principe,Africa,463,+5,12 ,,68,383,,"2,116",55,175,800,"218,775",2020-05-29
137,French Guiana,South America,450,+14,1 ,,172,277,2,"1,510",3,,,"297,920",2020-05-29
138,Palestine,Asia,446,,3 ,,368,75,,88,0.6,"44,876","8,817","5,089,925",2020-05-29
139,Taiwan,Asia,442,+1,7 ,,420,15,,19,0.3,"71,750","3,013","23,813,096",2020-05-29
140,Togo,Africa,428,+6,13 ,,202,213,,52,2,"19,162","2,320","8,259,905",2020-05-29
141,Mauritania,Africa,423,+77,20 ,+1,21,382,,91,4,"2,583",557,"4,637,608",2020-05-29
142,Cabo Verde,Africa,405,+15,4 ,,155,246,,729,7,"1,307","2,353","555,443",2020-05-29
143,Rwanda,Africa,355,+6, ,,247,108,,27,,"65,608","5,078","12,920,834",2020-05-29
144,Isle of Man,Europe,336,,24 ,,309,3,,"3,953",282,"4,756","55,957","84,994",2020-05-29
145,Mauritius,Africa,335,+1,10 ,,322,3,,263,8,"114,236","89,837","1,271,588",2020-05-29
146,Uganda,Africa,329,+12, ,,72,257,,7,,"93,062","2,041","45,594,205",2020-05-29
147,Vietnam,Asia,327,, ,,279,48,1,3,,"275,000","2,827","97,260,527",2020-05-29
148,Montenegro,Europe,324,,9 ,,315,0,,516,14,"10,167","16,188","628,059",2020-05-29
149,Yemen,Asia,283,+5,65 ,+8,11,207,,10,2,120,4,"29,762,769",2020-05-29
150,Eswatini,Africa,279,,2 ,,168,109,,241,2,"4,994","4,309","1,159,085",2020-05-29
151,Liberia,Africa,273,+4,27 ,,146,100,,54,5,,,"5,046,147",2020-05-29
152,Malawi,Africa,273,+70,4 ,,42,227,1,14,0.2,"3,372",177,"19,081,339",2020-05-29
153,Mozambique,Africa,234,+1,2 ,,84,148,,8,0.06,"10,001",321,"31,168,238",2020-05-29
154,Benin,Africa,224,+14,3 ,,136,85,,19,0.2,"30,817","2,549","12,091,909",2020-05-29
155,Myanmar,Asia,207,+1,6 ,,130,71,,4,0.1,"23,951",440,"54,377,737",2020-05-29
156,Martinique,North America,200,+3,14 ,,98,88,,533,37,,,"375,289",2020-05-29
157,Faeroe Islands,Europe,187,, ,,187,0,,"3,828",,"9,568","195,877","48,847",2020-05-29
158,Mongolia,Asia,179,+18, ,,43,136,11,55,,"13,594","4,153","3,273,383",2020-05-29
159,Guadeloupe,North America,162,+1,14 ,,138,10,1,405,35,"4,137","10,339","400,118",2020-05-29
160,Gibraltar,Europe,161,+3, ,,148,13,,"4,779",,"7,315","217,114","33,692",2020-05-29
161,Guyana,South America,150,,11 ,,67,72,2,191,14,"1,586","2,017","786,222",2020-05-29
162,Zimbabwe,Africa,149,,4 ,,28,117,,10,0.3,"40,847","2,752","14,842,996",2020-05-29
163,Brunei ,Asia,141,,2 ,,138,1,2,323,5,"18,962","43,381","437,104",2020-05-29
164,Cayman Islands,North America,141,+1,1 ,,68,72,,"2,148",15,"11,139","169,667","65,652",2020-05-29
165,Bermuda,North America,140,,9 ,,92,39,2,"2,247",144,"6,941","111,418","62,297",2020-05-29
166,Cambodia,Asia,124,, ,,122,2,1,7,,"19,457","1,165","16,697,744",2020-05-29
167,Syria,Asia,122,,4 ,,43,75,,7,0.2,,,"17,459,220",2020-05-29
168,Libya,Africa,118,+13,5 ,,41,72,,17,0.7,"5,154",751,"6,862,735",2020-05-29
169,Trinidad and Tobago,North America,116,,8 ,,108,0,,83,6,"3,122","2,231","1,399,098",2020-05-29
170,Bahamas,North America,102,+2,11 ,,48,43,1,260,28,"2,087","5,312","392,908",2020-05-29
171,Aruba,North America,101,,3 ,,98,0,,946,28,"2,117","19,836","106,727",2020-05-29
172,Monaco,Europe,98,,4 ,,90,4,2,"2,499",102,,,"39,217",2020-05-29
173,Barbados,North America,92,,7 ,,76,9,1,320,24,"5,272","18,347","287,345",2020-05-29
174,Comoros,Africa,87,,2 ,,24,61,,100,2,,,"867,826",2020-05-29
175,Liechtenstein,Europe,82,,1 ,,55,26,,"2,151",26,900,"23,610","38,119",2020-05-29
176,Angola,Africa,81,+7,4 ,,18,59,,2,0.1,"10,000",305,"32,762,654",2020-05-29
177,Sint Maarten,North America,77,,15  ,,60,2,1,"1,798",350,450,"10,506","42,832",2020-05-29
178,French Polynesia,Australia/Oceania,60,, ,,60,0,,214,,"4,006","14,268","280,766",2020-05-29
179,Macao,Asia,45,, ,,45,0,,69,,,,"648,524",2020-05-29
180,Burundi,Africa,42,,1 ,,20,21,,4,0.08,284,24,"11,855,161",2020-05-29
181,Saint Martin,North America,40,,3 ,,33,4,1,"1,036",78,553,"14,325","38,604",2020-05-29
182,Eritrea,Africa,39,, ,,39,0,,11,,,,"3,541,919",2020-05-29
183,Botswana,Africa,35,,1 ,,20,14,,15,0.4,"17,991","7,665","2,347,107",2020-05-29
184,Bhutan,Asia,31,, ,,6,25,,40,,"16,547","21,466","770,842",2020-05-29
185,St. Vincent Grenadines,North America,26,+1, ,,14,12,,234,,472,"4,256","110,910",2020-05-29
186,Antigua and Barbuda,North America,25,,3 ,,19,3,1,255,31,183,"1,870","97,857",2020-05-29
187,Gambia,Africa,25,,1 ,,20,4,,10,0.4,"1,756",729,"2,409,904",2020-05-29
188,Timor-Leste,Asia,24,, ,,24,0,,18,,"1,290",980,"1,316,071",2020-05-29
189,Grenada,North America,23,, ,,18,5,4,204,,"3,007","26,734","112,478",2020-05-29
190,Namibia,Africa,23,+1, ,,14,9,,9,,"3,412","1,345","2,536,578",2020-05-29
191,Laos,Asia,19,, ,,16,3,,3,,"6,141",845,"7,265,839",2020-05-29
192,New Caledonia,Australia/Oceania,19,, ,,18,1,,67,,"6,416","22,492","285,253",2020-05-29
193,Belize,North America,18,,2 ,,16,0,,45,5,"1,572","3,960","396,949",2020-05-29
194,Curaçao,North America,18,,1 ,,14,3,,110,6,572,"3,487","164,035",2020-05-29
195,Fiji,Australia/Oceania,18,, ,,15,3,,20,,"2,431","2,714","895,872",2020-05-29
196,Saint Lucia,North America,18,, ,,18,0,,98,,"1,012","5,513","183,554",2020-05-29
197,Dominica,North America,16,, ,,16,0,,222,,433,"6,016","71,971",2020-05-29
198,Saint Kitts and Nevis,North America,15,, ,,15,0,,282,,394,"7,411","53,166",2020-05-29
199,Falkland Islands,South America,13,, ,,13,0,,"3,746",,503,"144,957","3,470",2020-05-29
200,Greenland,North America,13,, ,,11,2,,229,,"2,030","35,763","56,762",2020-05-29
201,Suriname,South America,12,,1 ,,9,2,,20,2,782,"1,334","586,164",2020-05-29
202,Turks and Caicos,North America,12,,1 ,,10,1,,310,26,129,"3,336","38,669",2020-05-29
203,Vatican City,Europe,12,, ,,2,10,,"14,981",,,,801,2020-05-29
204,Montserrat,North America,11,,1 ,,10,0,,"2,204",200,36,"7,212","4,992",2020-05-29
205,Seychelles,Africa,11,, ,,11,0,,112,,,,"98,294",2020-05-29
206,MS Zaandam,Other,9,,2 ,,,7,,,,,,0 ,2020-05-29
207,Western Sahara,Africa,9,,1 ,,6,2,,15,2,,,"595,905",2020-05-29
208,British Virgin Islands,North America,8,,1 ,,7,0,,265,33,167,"5,527","30,213",2020-05-29
209,Papua New Guinea,Australia/Oceania,8,, ,,8,0,,0.9,,"2,402",269,"8,931,009",2020-05-29
210,Caribbean Netherlands,North America,6,, ,,6,0,,229,,424,"16,183","26,201",2020-05-29
211,St. Barth,North America,6,, ,,6,0,,608,,137,"13,875","9,874",2020-05-29
212,Anguilla,North America,3,, ,,3,0,,200,,41,"2,735","14,991",2020-05-29
213,Lesotho,Africa,2,, ,,1,1,,0.9,,283,132,"2,140,745",2020-05-29
214,Saint Pierre Miquelon,North America,1,, ,,1,0,,173,,,,"5,796",2020-05-29
0,China,Asia,"82,999",+4,"4,634 ",,"78,302",63,3,58,3,,,"1,439,323,776 ",2020-05-30
1,USA,North America,"1,816,820","+23,290","105,557 ","+1,015","535,238","1,176,025","17,163","5,492",319,"17,270,841","52,203","330,838,184",2020-05-30
2,Brazil,South America,"498,440","+30,102","28,834 ",+890,"205,371","264,235","8,318","2,346",136,"930,013","4,378","212,430,396",2020-05-30
3,Russia,Europe,"396,575","+8,952","4,555 ",+181,"167,469","224,551","2,300","2,718",31,"10,316,200","70,693","145,929,337",2020-05-30
4,Spain,Europe,"286,308",+664,"27,125 ",+4,"196,958","62,225",617,"6,124",580,"3,556,567","76,071","46,753,295",2020-05-30
5,UK,Europe,"272,826","+1,604","38,376 ",+215,,,"1,559","4,021",566,"4,043,686","59,592","67,855,909",2020-05-30
6,Italy,Europe,"232,664",+416,"33,340 ",+111,"155,633","43,691",450,"3,848",551,"3,824,621","63,249","60,469,020",2020-05-30
7,France,Europe,"188,625","+1,828","28,771 ",+57,"68,268","91,586","1,325","2,890",441,"1,384,633","21,217","65,261,548",2020-05-30
8,Germany,Europe,"183,294",+275,"8,600 ",+6,"164,900","9,794",720,"2,188",103,"3,952,971","47,193","83,761,616",2020-05-30
9,India,Asia,"181,827","+8,336","5,185 ",+205,"86,936","89,706","8,944",132,4,"3,611,599","2,619","1,378,826,256",2020-05-30
10,Turkey,Asia,"163,103",+983,"4,515 ",+26,"126,984","31,604",649,"1,936",54,"2,003,594","23,779","84,259,813",2020-05-30
11,Peru,South America,"155,671","+7,386","4,371 ",+141,"66,447","84,853",960,"4,727",133,"1,012,708","30,752","32,930,962",2020-05-30
12,Iran,Asia,"148,950","+2,282","7,734 ",+57,"116,827","24,389","2,533","1,775",92,"896,571","10,686","83,897,889",2020-05-30
13,Chile,South America,"94,858","+4,220",997 ,+53,"40,431","53,430","1,371","4,966",52,"563,320","29,490","19,102,061",2020-05-30
14,Canada,North America,"90,190",+772,"7,073 ",+94,"48,103","35,014","1,618","2,391",188,"1,634,277","43,334","37,713,606",2020-05-30
15,Mexico,North America,"84,627","+3,227","9,415 ",+371,"59,610","15,602",378,657,73,"244,858","1,901","128,814,639",2020-05-30
16,Saudi Arabia,Asia,"83,384","+1,618",480 ,+22,"58,883","24,021",384,"2,398",14,"806,569","23,201","34,765,118",2020-05-30
17,Pakistan,Asia,"66,457","+2,429","1,395 ",+78,"24,131","40,931",111,301,6,"532,037","2,413","220,497,647",2020-05-30
18,Belgium,Europe,"58,186",+125,"9,453 ",+23,"15,769","32,964",173,"5,022",816,"848,065","73,201","11,585,389",2020-05-30
19,Qatar,Asia,"55,262","+2,355",36 ,,"25,839","29,387",217,"19,211",13,"217,988","75,779","2,876,643",2020-05-30
20,Netherlands,Europe,"46,257",+131,"5,951 ",+20,,,170,"2,700",347,"349,150","20,380","17,131,732",2020-05-30
21,Bangladesh,Asia,"44,608","+1,764",610 ,+28,"9,375","34,623",1,271,4,"297,054","1,805","164,546,795",2020-05-30
22,Belarus,Europe,"41,658",+894,229 ,+5,"17,964","23,465",92,"4,408",24,"526,559","55,723","9,449,576",2020-05-30
23,Ecuador,South America,"38,571",,"3,334 ",,"19,190","16,047",220,"2,189",189,"113,808","6,459","17,619,020",2020-05-30
24,Sweden,Europe,"37,113",+637,"4,395 ",+45,"4,971","27,747",190,"3,677",435,"238,800","23,658","10,093,917",2020-05-30
25,Singapore,Asia,"34,366",+506,23 ,,"20,727","13,616",7,"5,878",4,"334,691","57,247","5,846,395",2020-05-30
26,UAE,Asia,"33,896",+726,262 ,+2,"17,546","16,088",1,"3,431",27,"2,110,493","213,615","9,879,882",2020-05-30
27,Portugal,Europe,"32,203",+257,"1,396 ",+13,"19,186","11,621",66,"3,157",137,"795,838","78,030","10,199,093",2020-05-30
